Company,Latitude,Longitude,Employees,Annual Sales,Year Established,Business Description,Brand Names,Primary SIC Code,Primary SIC Code Description,NAICS Code,NAICS Code Description
"John Engelhardt & Sons, Inc.",43.522186,-88.229006,50,$20Mil (est),1957,"Distributor of dairy products, including milk & cheese",,5143,"Dairy products, except dried or canned",424430,Dairy Product Merchant Wholesalers
"Joy-Mark, Inc.",42.936253,-87.882703,50,$19Mil (est),1978,Vacuum-formed insulating & exothermic riser sleeves,,3297,Refractories-nonclay,327120,Clay Building Material and Refractories Manufacturing
"JRT Top Notch Roofs, LLC",43.380827,-87.947337,50,$10Mil (est),1982,"Sheet metal roofing, metal copings, metal counter flashings, gutters & downspouts, soffit, EPDM, TPO, PVC, modified BUR & built-up tar roofing, including permanent roof repair, roof maintenance systems & nuclear roof moisture scanning",,3444,Sheet metal work,332322,Sheet Metal Work Manufacturing
"Kafka Conveyors & Equipment, Inc.",44.80326,-89.845776,50,$15Mil (est),1993,"American-made transfer conveyors, feeders, hoppers & truck unloaders for the aggregate & mining sectors",,3535,Conveyors and conveying equipment,333922,Conveyor and Conveying Equipment Manufacturing
"Kafka Granite, LLC",44.81286,-89.818501,50,$11Mil (est),1995,"Decorative granite aggregates & sands, natural thin stone veneer & baseball infield & warning track materials",,1423,Crushed and broken granite,212313,Crushed and Broken Granite Mining and Quarrying
Kaufman Manufacturing Co.,44.09581,-87.684067,50,$6Mil-$10Mil,1927,Custom high production machine tools & contract machining,,3541,"Machine tools, metal cutting types",333517,Machine Tool Manufacturing
"KCG Excavating, Inc.",44.781648,-88.190608,50,$1Mil-$2.5Mil,1975,Sand & gravel mining & stone quarrying,,1442,Construction sand and gravel,212321,Construction Sand and Gravel Mining
"KEES, Inc.",43.830937,-88.010245,50,$2.6Mil-$5Mil,1975,Metal products,,3499,Metal products-fabricated,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
Kelsch Machine Corp.,42.926228,-89.527441,50,$12Mil,1970,"Precision-machined parts & general machining job shop, including light assembly services",,3599,Industrial machinery,332710,Machine Shops
"Kenosha Metal Products, Inc.",42.522883,-87.9041,50,$5Mil-$10Mil,1960,"Metal stampings & MIG & TIG welded assemblies, including small assembly & secondary operations",,3469,Metal stampings,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)"
"Keurig Dr Pepper, Inc.",43.203485,-89.336764,50,"under $500,000",1985,Distributor of carbonated beverages,"YooHoo, Fiji, Bellywashers, Crush, Dr Pepper, R.C., 7 Up, Snapple, Squirt, A & W, Poland Springs, Sunkist, Arizona, Deja Blue Water",5149,Groceries and related products,424490,Other Grocery and Related Products Merchant Wholesalers
Kingspan Light + Air,44.956112,-89.726372,50,$10Mil-$20Mil,1980,"Custom skylights, canopies & translucent wall systems","GridSpan, UniGrid, KlearSky, Liteway, Briteway, UniQuad, QuadSpan",3083,Laminated plastic plate and sheet,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
"Kirby Built Quality Products, Inc.",43.03133,-88.238552,50,$13Mil (est),2014,"Recycled plastic outdoor & site furniture, including picnic tables, benches & trash containers",,2531,Furniture-public building and related,337127,Institutional Furniture Manufacturing
"Kolar Arms, Inc.",42.706394,-87.840194,50,$8.4Mil,1980,Aluminum insert tubes & competition shot guns,,3354,Aluminum extruded products,331318,"Other Aluminum Rolling, Drawing, and Extruding"
Komax,43.073882,-88.181223,50,$15Mil (est),1911,Company headquarters & wire processing machinery,,3559,Machinery-special industry,333249,Other Industrial Machinery Manufacturing
"Kreilkamp Trucking, Inc.",43.427505,-88.378653,50,$14Mil (est),1990,Corporate headquarters & regional trucking & logistics services,,4213,"Trucking, except local",484121,Long-Distance Trucking
"KSP Group, Inc.",42.758596,-87.879191,50,$10Mil (est),1922,"Corporate headquarters & sheet stainless, carbon & mild steel fabrication, assemblies & powder coating",,3444,Sheet metal work,332322,Sheet Metal Work Manufacturing
Kusel Equipment Co.,43.190344,-88.741134,50,$13Mil,1849,"Stainless steel sanitary drainage products for the food, beverage & pharmaceutical industries & cheese-making equipment, including open vats & curd handling & cottage cheese equipment",,3432,Plumbing fixture fittings and trim,333241,Food Product Machinery Manufacturing
"L & S Electric, Inc.",44.858793,-89.623392,50,$15Mil (est),1980,Control systems integrators & panels,,3559,Machinery-special industry,333249,Other Industrial Machinery Manufacturing
Lake Country Corporation,43.510504,-88.549799,50,$5Mil-$10Mil,1985,CNC machining of plastic & metal & distributor of industrial plastics,,3089,Plastic products,326199,All Other Plastics Product Manufacturing
"Lakeside Foods, Inc.",43.525986,-89.978971,50,$21Mil (est),1940,Frozen green peas & carrots,,2037,"Fruits and vegetables, frozen",311411,"Frozen Fruit, Juice, and Vegetable Manufacturing"
Lakeside Pepsi Cola,43.740821,-87.804989,50,$18Mil (est),,Distributor of beverages,,5149,Groceries and related products,424490,Other Grocery and Related Products Merchant Wholesalers
"Lakeside Plastics, Inc.",43.978191,-88.548118,50,$25Mil,1972,"USA-made safety cones, traffic drums & traffic delineators, custom formulation of plastisols for dip, slush & rotational molding for outdoor exposure & automotive applications & custom formulation of plastisol screen printing inks",,3069,Rubber products-fabricated,326299,All Other Rubber Product Manufacturing
"Lange Brothers Woodwork Co., Inc.",43.131763,-87.961887,50,$9.9Mil (est),1932,Architectural woodwork,,2431,Millwork,321900,Other Wood Product Manufacturing
"Larry's Distributing Co., Inc.",43.805274,-87.758383,50,$17Mil (est),,Distributor of beer,,5181,Beer and ale,424810,Beer and Ale Merchant Wholesalers
"Lauterbach Group, Inc.",43.121168,-88.188377,50,$8.8Mil (est),1987,"Flexographic & digital pressure-sensitive labels & shrink sleeve labels for the food, beverage, OTC health & beauty & direct response markets","MASCStore, OmniMark",2759,Printing-commercial,322220,Paper Bag and Coated and Treated Paper Manufacturing
"Lavelle Industries, Inc.",42.839992,-88.710983,50,$14Mil,1912,"Plastic toilet parts & rubber chew toys for dogs, including fill & flush valves, wax-free gaskets & plungers","Korky, Titan® Busy Bounce",3088,Plastic plumbing fixtures,326191,Plastics Plumbing Fixture Manufacturing
Lesman Instrument Co.,43.111474,-88.066729,50,$21Mil (est),1981,"Distributor of process control instruments, including solenoid valves, fittings & transmitters",,5085,Industrial supplies,423840,Industrial Supplies Merchant Wholesalers
"Lifeway Wisconsin, Inc.",43.031348,-88.242137,50,$19Mil (est),1933,Cultured dairy & plant-based vegan probiotic beverages & organic kefir drinks for adults & children,"ProBugs, ProBugs Bites, ProBoost, Plantiful",2026,Milk-fluid,311511,Fluid Milk Manufacturing
"Lipari Foods Operating Co., LLC",43.187885,-88.976914,50,$6Mil-$10Mil,1955,Cheese cut into decorative & themed shapes & ornaments for holidays & special events,,2022,"Cheese, natural and processed",311513,Cheese Manufacturing
"Liphatech, Inc.",43.138864,-87.957863,50,$45Mil,1986,"Rodent control soft baits, blocks, pellets & field products for professional pest control companies, farmers & agriculture applications","FirstStrike, Resolv, TakeDown, Flatline, Generation, Maki, BlueMax, NoTox",2879,Agricultural chemicals,325320,Pesticide and Other Agricultural Chemical Manufacturing
"Lotus Brands, Inc.",42.558479,-88.159097,50,$20Mil (est),,"Essential oil blending & distributor of beauty & healthcare products, including neti pots & books on herbal medicine","ANCIENT SECRETS®, BEAUTY WITHOUT CRUELTY®, Bretanna®, ECO-DENT®, HERBAL ZAP®, HERBALVEDIC®, LIGHT MOUNTAIN®, LOTUS LIGHT®, NATIVE VISIONS®, NATURE'S ALCHEMY®, NEEMAURA®, Nourish Organic®, SMILE BRITE®",2899,Chemical preparations,325620,Toilet Preparation Manufacturing
Ludell Mfg. Co.,43.045487,-87.97874,50,$5Mil-$10Mil,1948,"Stainless steel standard & custom direct water & water heaters, heat recovery systems, industrial laundry, wastewater & heat exchangers & boiler feed systems",Ludell Manufacturing,3582,Laundry equipment-commercial,333310,Commercial and Service Industry Machinery Manufacturing
Ludman Industries,43.105626,-88.065137,50,$18Mil-$50Mil,1968,"Industrial machinery & equipment for the mining, food, chemical & fertilizer industries, including compactors, granulating, flaking, shredding & roller mills","Ludman, Allis Chalmers, Stack",3532,Mining machinery,333131,Mining Machinery and Equipment Manufacturing
"M2M Machining, Inc.",42.865551,-88.318823,50,$4Mil-$5Mil,1979,"Corporate headquarters & precision machined parts for the material handling, medical, heavy trucking & construction industries",,3599,Industrial machinery,332710,Machine Shops
"Mac Metal Products Of Wisconsin, Inc.",43.221596,-88.146318,50,$5Mil,1968,"Sheet steel, light plate, aluminum, copper & stainless steel fabrication for the power generation, construction equipment, lawn & garden, electronics & defense industries",,3444,Sheet metal work,332322,Sheet Metal Work Manufacturing
MacArthur Co.,43.102828,-88.071732,50,$5Mil-$10Mil,1957,"Distributor of building products, including siding, window & spiral ductwork for home construction, improvement, restoration, remodeling & repair",,5033,"Roofing, siding and insulation",423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers"
MacQueen Emergency,43.0486,-88.356965,50,$17Mil (est),,"Distributor of firefighting & safety equipment, including firefighting clothing, respirators, rescue & extrication tools & ambulances",,5087,Service establishment equipment,423850,Service Establishment Equipment and Supplies Merchant Wholesalers
"Maple Island, Inc.",45.134776,-90.345602,50,$25Mil-$50Mil,1934,Powdered milk products & contract packaging,,2023,"Dry, condensed, evaporated products",311500,Dairy Product Manufacturing
Mathy Construction Co.,43.897547,-91.224248,50,$10Mil-$25Mil,1995,Company headquarters & asphalt paving compounds,,2951,Asphalt paving mixtures and blocks,324121,Asphalt Paving Mixture and Block Manufacturing
MBW Inc.,43.331661,-88.298005,50,$16Mil (est),1967,"Compaction, concrete & related equipment for the construction industry, including rammers, vibratory plates & roller attachments & utility equipment for utility crews, municipalities & contractors, including pneumatic soil excavation tools","Ground Pounder, Soil Pick, Blitzscreed, Crete Pounder, Airammer, ScreeDemon",3531,Construction machinery,333120,Construction Machinery Manufacturing
"McDonald Plastic Molding, Inc.",43.396252,-89.398505,50,$5Mil-$10Mil,1993,Plastic injection molding,,3089,Plastic products,326199,All Other Plastics Product Manufacturing
"McIver Engineering & Control Systems, LLC",43.115204,-88.241382,50,$13Mil,,"Custom industrial control panels, panel prototypes, assembly, custom fixturing, machining & measurement, testing & electrical engineering services",,3625,Relays and industrial controls,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
"MCT Manufacturing, Inc.",44.266946,-88.442925,50,$20Mil (est),2002,Dry grated cheese for the retail & foodservice markets & ingredient use for food manufacturing & processing,,2022,"Cheese, natural and processed",311513,Cheese Manufacturing
"MedTorque, Inc.",42.585535,-87.919817,50,$15Mil (est),2005,Medical instruments,,3841,Surgical and medical instruments,339112,Surgical and Medical Instrument Manufacturing
Meister Log & Lumber Co.,43.52203,-89.988089,50,$10Mil-$15Mil,1935,"Hardwood lumber, pallet parts & veneer logs",,2421,"Sawmills and planing mills, general",321113,Sawmills
"Merisco, Inc.",43.178609,-87.978576,50,$11Mil-$25Mil,1993,Commercial personal care products,,2844,Toilet preparations,325600,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing"
"Metrex Research, LLC",43.163692,-89.320777,50,$25Mil-$40Mil,1981,"Dental magnification loupes, dental LED lights & dental telescopes for dentists, hygienists & students",,3843,Dental equipment and supplies,339114,Dental Equipment and Supplies Manufacturing
"Mid-America Seasoning, Inc.",43.332809,-87.954895,50,$2.6Mil-$5Mil,1980,Food seasonings,,2099,Food preparations,311942,Spice and Extract Manufacturing
"Mid-State Group, LLC",43.311317,-89.056273,50,$18Mil,1974,Company headquarters & distributor of agricultural equipment,"John Deere, Bobcat, Kuhn",5083,Farm and garden machinery,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers
Midwest Machinery Co.,45.135812,-92.52811,50,$20Mil (est),1956,Company headquarters & distributor of new & used agricultural equipment,,5083,Farm and garden machinery,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers
"Midwest Manufacturing, Inc.",44.851609,-91.56919,50,$12Mil (est),1995,"Corporate headquarters; concrete block & brick, wooden doors & roof trusses, steel siding & gutters, treated lumber, abrasives & wood fiber-reinforced HDPE composite decking","Mastercraft, Menards",3271,Concrete block and brick,321992,Prefabricated Wood Building Manufacturing
"Midwest Perishables, Inc.",43.067045,-89.295764,50,$1Mil-$2.5Mil,1983,"Wholesaler of perishable food products, including meat",,5147,Meats and meat products,424410,General Line Grocery Merchant Wholesalers
"Midwest Precision Molding, Inc.",42.589409,-88.41093,50,$4Mil,1976,Plastic injection molding & assembly,,3089,Plastic products,326199,All Other Plastics Product Manufacturing
Midwest Textile Manufacturing Corp.,44.628821,-88.053846,50,$1Mil-$5Mil,1996,"Contract sewing of non-apparel items, including custom cases & covers, dart, hunting & fishing cases, banners, pennants & flags","MetroLine®, Lakewood",2395,Pleating and stitching,326199,All Other Plastics Product Manufacturing
"Milk Products, LLC",44.03292,-88.150295,50,$17Mil (est),1979,Animal feed & milk replacers,,2048,Feeds-prepared,311119,Other Animal Food Manufacturing
Mill Valley Recycling,43.020817,-87.909344,50,$2.6Mil-$5Mil,1953,Metal recycling,,3341,Secondary nonferrous metals,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)"
"Milsco, LLC",43.030413,-87.928119,50,$25Mil-$100Mil,1924,"Divisional headquarters; vehicle seating products for the agricultural, construction, industrial, marine, recreational & turf care industries",,2531,Furniture-public building and related,336360,Motor Vehicle Seating Manufacturing
Minnesota Flexible Corp.,43.159363,-88.121527,50,$60Mil,1969,"Hose, tube & industrial fittings",,3492,Fluid power valves and hose fittings,332912,Fluid Power Valve and Hose Fitting Manufacturing
